Date,Open,High,Low,Close,Adj Close,Volume
2019-09-12,4.655000,4.710000,4.598750,4.606750,4.584842,327840000
2019-09-13,4.539750,4.577000,4.504500,4.548500,4.526871,324592000
2019-09-16,4.473000,4.540000,4.462500,4.505250,4.483826,231832000
2019-09-17,4.512000,4.531000,4.465250,4.526750,4.505224,223048000
2019-09-18,4.519750,4.535500,4.412500,4.499500,4.478104,258152000
2019-09-19,4.505500,4.524000,4.412750,4.423500,4.402464,245476000
2019-09-20,4.422500,4.446250,4.307000,4.317250,4.296720,350244000
2019-09-23,4.317500,4.416750,4.313750,4.371000,4.350214,249712000
2019-09-24,4.402500,4.432250,4.277500,4.313250,4.292739,317268000
2019-09-25,4.312750,4.475500,4.267750,4.455750,4.434562,308432000
2019-09-26,4.446000,4.454750,4.382250,4.433500,4.412417,234564000
2019-09-27,4.391500,4.442500,4.233000,4.294000,4.273581,362056000
2019-09-30,4.320000,4.362000,4.288500,4.351750,4.331056,186184000
2019-10-01,4.375000,4.525000,4.345250,4.350000,4.329315,366008000
2019-10-02,4.328000,4.340000,4.253250,4.326000,4.305429,293372000
2019-10-03,4.330500,4.539000,4.300000,4.532750,4.511196,450588000
2019-10-04,4.535000,4.578750,4.469500,4.549250,4.527617,265524000
2019-10-07,4.614500,4.708500,4.605750,4.608250,4.586337,480984000
2019-10-08,4.516000,4.516000,4.412500,4.430750,4.409680,444436000
2019-10-09,4.508000,4.567500,4.479000,4.517750,4.496267,292412000
2019-10-10,4.515500,4.627000,4.510250,4.575750,4.553991,309124000
2019-10-11,4.660250,4.733500,4.641250,4.649750,4.627639,446404000
2019-10-14,4.641000,4.684250,4.609750,4.663250,4.641075,200040000
2019-10-15,4.754000,4.982250,4.740000,4.909250,4.885906,664124000
2019-10-16,4.875000,4.980500,4.843750,4.855250,4.832161,428944000
2019-10-17,4.900000,4.945250,4.802500,4.857250,4.834153,263436000
2019-10-18,4.857750,4.890500,4.687500,4.762250,4.739604,307440000
2019-10-21,4.824000,4.913750,4.805000,4.900250,4.876947,261868000
2019-10-22,4.957500,5.063250,4.882500,4.890250,4.866996,328720000
2019-10-23,4.807750,4.891500,4.775750,4.877250,4.854058,279916000
2019-10-24,4.918750,4.955250,4.884500,4.921500,4.898097,232020000
2019-10-25,5.002500,5.134500,4.994750,5.113500,5.089184,423092000
2019-10-28,5.157500,5.222500,5.128000,5.169750,5.145167,330792000
2019-10-29,5.155750,5.162250,5.053500,5.073000,5.048876,211236000
2019-10-30,5.100000,5.105750,5.006500,5.075000,5.050867,205960000
