Date,Open,High,Low,Close,Adj Close,Volume
2019-10-31,5.054000,5.075000,4.945250,5.025500,5.001602,209732000
2019-11-01,4.990000,5.097250,4.964750,5.064750,5.040666,283640000
2019-11-04,5.146250,5.275000,5.123000,5.262500,5.237474,376716000
2019-11-05,5.262250,5.288500,5.192000,5.240250,5.215331,300868000
2019-11-06,5.216000,5.241750,5.102750,5.190750,5.166067,269012000
2019-11-07,5.277750,5.292500,5.163500,5.208500,5.183733,280340000
2019-11-08,5.191500,5.226250,5.153750,5.194500,5.169799,189100000
2019-11-11,5.193750,5.227750,5.107000,5.204500,5.179751,243436000
2019-11-12,5.243000,5.296500,5.207750,5.240250,5.215331,283504000
2019-11-13,5.208750,5.236500,5.147500,5.214250,5.189456,300188000
2019-11-14,5.223250,5.247000,5.163000,5.244750,5.219810,518080000
2019-11-15,5.242500,5.294500,5.016000,5.104750,5.080475,1053628000
2019-11-18,5.097250,5.333750,5.094250,5.307000,5.281765,574588000
2019-11-19,5.275750,5.299500,5.141250,5.199750,5.175024,414564000
2019-11-20,5.176750,5.363750,5.164000,5.279500,5.254394,472588000
2019-11-21,5.275000,5.331000,5.232750,5.254500,5.229513,288388000
2019-11-22,5.277250,5.324000,5.248500,5.272250,5.247180,224100000
2019-11-25,5.401000,5.535250,5.388000,5.530250,5.503952,506476000
2019-11-26,5.512500,5.517250,5.418500,5.425000,5.399203,385244000
2019-11-27,5.466750,5.501250,5.429500,5.456000,5.434062,215784000
2019-11-29,5.425000,5.453500,5.394500,5.418500,5.396712,141556000
2019-12-02,5.411500,5.425000,5.216000,5.231250,5.210215,372036000
2019-12-03,5.046750,5.195500,5.009250,5.191500,5.170624,465232000
2019-12-04,5.275500,5.298000,5.206750,5.235500,5.214448,273424000
2019-12-05,5.257500,5.273250,5.187750,5.218500,5.197516,184884000
2019-12-06,5.288000,5.337250,5.278000,5.304250,5.282921,232236000
2019-12-09,5.281250,5.359250,5.272500,5.304250,5.282921,211880000
2019-12-10,5.334500,5.401500,5.281500,5.349500,5.327990,256388000
2019-12-11,5.360000,5.439000,5.357500,5.433500,5.411652,233796000
2019-12-12,5.404500,5.620000,5.395500,5.601750,5.579226,404348000
2019-12-13,5.604750,5.724500,5.545500,5.599750,5.577234,454704000
2019-12-16,5.647500,5.701500,5.619250,5.628750,5.606117,320976000
2019-12-17,5.647500,5.730000,5.638000,5.707250,5.684301,321196000
2019-12-18,5.742250,5.798500,5.733750,5.737750,5.714679,343548000
2019-12-19,5.772500,5.900000,5.767500,5.886500,5.862831,445360000
2019-12-20,5.953250,6.009750,5.934000,5.984250,5.960187,603044000
2019-12-23,6.013000,6.045250,5.959750,5.970500,5.946494,355060000
2019-12-24,5.955000,5.982750,5.920500,5.965500,5.941513,138864000
2019-12-26,5.969000,6.008000,5.950000,5.979750,5.955706,182852000
2019-12-27,5.995000,6.008500,5.895250,5.921750,5.897938,254644000
2019-12-30,5.899750,5.905000,5.776500,5.808000,5.784647,258056000
2019-12-31,5.772500,5.892000,5.753250,5.882500,5.858847,231004000
2020-01-02,5.968750,5.997750,5.918000,5.997750,5.973634,237536000
2020-01-03,5.877500,5.945750,5.852500,5.901750,5.878019,205384000
2020-01-06,5.808000,5.931750,5.781750,5.926500,5.902670,262636000
2020-01-07,5.955000,6.044250,5.909750,5.998250,5.974132,314856000
2020-01-08,5.994000,6.051000,5.953750,6.009500,5.985335,277108000
2020-01-09,6.096250,6.148250,6.021500,6.075500,6.051071,255112000
2020-01-10,6.183250,6.213750,6.093750,6.108000,6.083440,316296000
2020-01-13,6.191500,6.324750,6.168750,6.299500,6.274170,319840000
2020-01-14,6.256500,6.282000,6.168750,6.182000,6.157144,359088000
2020-01-15,6.194750,6.217250,6.113250,6.139250,6.114565,263104000
2020-01-16,6.193000,6.229250,6.169500,6.223250,6.198227,284192000
2020-01-17,6.242500,6.250000,6.184250,6.232000,6.206942,253792000
2020-01-21,6.195250,6.232250,6.164250,6.198500,6.173578,217916000
2020-01-22,6.244000,6.339750,6.225000,6.252750,6.227608,239240000
2020-01-23,6.293000,6.330000,6.203750,6.321500,6.296082,244516000
2020-01-24,6.437500,6.487500,6.207500,6.262000,6.236820,373512000
2020-01-27,5.956000,6.056250,5.805750,6.005000,5.980854,470536000
2020-01-28,6.071250,6.231750,6.017750,6.199250,6.174323,310976000
2020-01-29,6.184750,6.221000,6.098500,6.138500,6.113817,258848000
2020-01-30,6.040250,6.158750,5.985000,6.145250,6.120540,290504000
2020-01-31,6.099250,6.111250,5.868750,5.910750,5.886983,370420000
2020-02-03,5.892500,6.027750,5.886250,6.008250,5.984092,255564000
2020-02-04,6.150750,6.197500,6.100500,6.178250,6.153407,271544000
2020-02-05,6.299750,6.310000,6.185250,6.269000,6.243793,208220000
2020-02-06,6.303500,6.356250,6.222000,6.356250,6.330691,218284000
2020-02-07,6.316000,6.338250,6.264250,6.289750,6.264459,189752000
2020-02-10,6.312500,6.575000,6.307500,6.574250,6.547816,529608000
2020-02-11,6.683000,6.812500,6.620750,6.697250,6.670320,638556000
2020-02-12,6.750250,6.820000,6.711250,6.813500,6.786104,374644000
2020-02-13,6.755250,6.837000,6.727750,6.769500,6.742280,528016000
2020-02-14,7.181500,7.374250,7.150000,7.244750,7.215619,1041924000
2020-02-18,7.141000,7.432750,7.121500,7.414250,7.384439,620164000
2020-02-19,7.537250,7.885250,7.537250,7.867500,7.835865,694332000
2020-02-20,7.819250,7.908000,7.408750,7.717500,7.686468,810052000
2020-02-21,7.604750,7.630000,7.266500,7.351750,7.322189,768180000
2020-02-24,6.754750,7.046750,6.700000,6.832000,6.804529,856916000
2020-02-25,6.907500,6.969750,6.449000,6.551250,6.524907,1055496000
2020-02-26,6.551500,6.886250,6.550000,6.691250,6.664344,747732000
2020-02-27,6.372500,6.675000,6.222250,6.315000,6.293371,906416000
2020-02-28,6.061500,6.811500,6.044750,6.751750,6.728624,1133252000
2020-03-02,6.922500,6.939750,6.525000,6.910750,6.887079,890744000
2020-03-03,6.966750,7.026750,6.561500,6.647250,6.624483,652792000
2020-03-04,6.755000,7.122250,6.680000,7.112750,7.088387,597408000
2020-03-05,6.912500,7.080000,6.787500,6.832250,6.808848,540328000
2020-03-06,6.652000,6.709750,6.450000,6.651000,6.628219,515412000
2020-03-09,5.997500,6.485000,5.954500,6.136000,6.114983,614160000
2020-03-10,6.413500,6.527000,6.149750,6.527000,6.504644,580648000
2020-03-11,6.386500,6.415000,6.064250,6.161750,6.140645,499964000
2020-03-12,5.636500,5.903000,5.395000,5.407750,5.389227,816540000
2020-03-13,5.762500,6.025500,5.490250,6.021000,6.000376,634836000
2020-03-16,5.310250,5.652500,4.850000,4.910000,4.893182,726972000
2020-03-17,5.022750,5.521500,4.775000,5.431750,5.413145,833632000
2020-03-18,5.002500,5.248500,4.517000,5.070500,5.053133,874268000
2020-03-19,5.049000,5.418250,4.834750,5.324250,5.306015,765512000
2020-03-20,5.475000,5.758000,5.128250,5.143750,5.126132,804636000
2020-03-23,5.142750,5.412000,4.963000,5.317250,5.299037,643876000
2020-03-24,5.725000,6.316500,5.701250,6.229500,6.208162,1101644000
2020-03-25,6.345000,6.545500,6.091500,6.140500,6.119467,793432000
2020-03-26,6.348500,6.555500,6.250000,6.431000,6.408972,696108000
2020-03-27,6.250000,6.578000,6.217000,6.318250,6.296608,638828000
2020-03-30,6.384000,6.649000,6.339750,6.639750,6.617008,602252000
2020-03-31,6.680000,6.885000,6.443750,6.590000,6.567428,949960000
2020-04-01,6.391250,6.538250,6.032000,6.076750,6.055935,656912000
2020-04-02,6.106000,6.400000,6.057750,6.386750,6.364874,675764000
2020-04-03,6.349000,6.390750,5.959750,6.097750,6.076864,663212000
2020-04-06,6.381000,6.747000,6.323250,6.710000,6.687017,727884000
2020-04-07,6.932500,6.956250,6.432500,6.475750,6.453569,784520000
2020-04-08,6.585250,6.698750,6.515000,6.673750,6.650890,542444000
2020-04-09,6.800000,6.823000,6.510500,6.573750,6.551235,525564000
2020-04-13,6.513750,6.755000,6.425000,6.746250,6.723142,398408000
2020-04-14,6.875000,7.133000,6.847250,7.098750,7.074435,530948000
2020-04-15,6.930000,7.104250,6.884500,7.021000,6.996952,366148000
2020-04-16,7.177000,7.475000,7.163750,7.367500,7.342264,745620000
2020-04-17,7.450000,7.471500,7.173500,7.308000,7.282969,539120000
2020-04-20,7.181000,7.337500,7.131750,7.176250,7.151670,449388000
2020-04-21,7.057750,7.119250,6.677750,6.737750,6.714671,735160000
2020-04-22,6.930750,7.196750,6.885000,7.153750,7.129246,483356000
2020-04-23,7.196000,7.328500,7.075000,7.100250,7.075930,424160000
2020-04-24,7.090000,7.241750,7.015000,7.239750,7.214952,352328000
2020-04-27,7.374750,7.587500,7.350000,7.427000,7.401560,479388000
2020-04-28,7.575000,7.605000,7.278500,7.284000,7.259050,442904000
2020-04-29,7.419250,7.514500,7.343750,7.461500,7.435943,379160000
2020-04-30,7.407250,7.461500,7.293000,7.307000,7.281972,375916000
2020-05-01,7.108750,7.222500,7.021000,7.069500,7.045285,342096000
2020-05-04,7.022000,7.296000,7.022000,7.282250,7.257307,317556000
2020-05-05,7.386750,7.506750,7.282250,7.343500,7.318347,368896000
2020-05-06,7.423250,7.550000,7.385250,7.444750,7.419250,323464000
2020-05-07,7.584500,7.685250,7.533000,7.621750,7.595645,373732000
2020-05-08,7.693750,7.818750,7.659750,7.812500,7.785741,339216000
2020-05-11,7.807500,8.112500,7.778750,8.065500,8.037875,469060000
2020-05-12,8.123500,8.172500,7.792750,7.802500,7.775774,493060000
2020-05-13,7.917500,8.078500,7.594750,7.780000,7.753352,625852000
2020-05-14,7.841750,8.036000,7.687500,8.030500,8.002994,602312000
2020-05-15,7.889750,8.500500,7.874000,8.490750,8.461668,987660000
2020-05-18,8.760500,8.916500,8.680500,8.750250,8.720277,774460000
2020-05-19,8.790250,9.087500,8.762750,8.805500,8.775337,717320000
2020-05-20,8.991000,9.043000,8.888750,8.970000,8.939277,587536000
2020-05-21,9.051500,9.052500,8.737500,8.775250,8.745194,761068000
2020-05-22,8.825250,9.093000,8.713250,9.026250,8.995336,1038764000
2020-05-26,9.156750,9.181750,8.672000,8.717750,8.687890,770780000
2020-05-27,8.625000,8.632750,7.996750,8.525250,8.496050,1175892000
2020-05-28,8.412250,8.760500,8.379250,8.487000,8.457929,734896000
2020-05-29,8.554500,8.875500,8.485000,8.875500,8.845098,745256000
2020-06-01,8.833250,8.840750,8.689500,8.806250,8.776085,389876000
2020-06-02,8.796250,8.837250,8.658000,8.825250,8.795020,391320000
2020-06-03,8.822250,8.866250,8.700000,8.769500,8.739460,365440000
2020-06-04,8.728000,8.943250,8.677500,8.766500,8.740460,424280000
2020-06-05,8.794500,8.997000,8.708000,8.920000,8.893502,481748000
2020-06-08,8.877250,8.889750,8.685750,8.805000,8.778846,387736000
2020-06-09,8.800000,9.109750,8.751250,9.046000,9.019129,468488000
2020-06-10,9.167750,9.500000,9.153500,9.366750,9.338925,632180000
2020-06-11,9.150000,9.261250,8.786000,8.796250,8.770122,583652000
2020-06-12,9.162500,9.187250,8.703250,8.932500,8.905964,570908000
2020-06-15,8.815250,9.182250,8.743750,9.173750,9.146500,400004000
2020-06-16,9.225000,9.266750,8.838750,9.068500,9.041563,535716000
2020-06-17,9.113750,9.299000,9.070250,9.236000,9.208566,408304000
2020-06-18,9.227000,9.282500,9.114500,9.218000,9.190619,254408000
2020-06-19,9.242500,9.445000,9.227250,9.261250,9.233739,524160000
2020-06-22,9.300000,9.531250,9.273250,9.526750,9.498452,398468000
2020-06-23,9.551000,9.642500,9.407500,9.450000,9.421929,375108000
2020-06-24,9.476250,9.556500,9.144500,9.235500,9.208067,449372000
2020-06-25,9.355750,9.505000,9.182250,9.490000,9.461811,376072000
2020-06-26,9.500000,9.500000,9.125000,9.155000,9.127807,592084000
2020-06-29,9.169750,9.204500,8.900000,9.200000,9.172672,342248000
2020-06-30,9.314000,9.526250,9.266500,9.497750,9.469537,367892000
2020-07-01,9.520750,9.575750,9.413000,9.530000,9.501693,326648000
2020-07-02,9.639000,9.737500,9.578250,9.612250,9.583697,364056000
2020-07-06,9.741750,9.908750,9.712500,9.839250,9.810023,315892000
2020-07-07,9.946250,10.070000,9.850750,9.871750,9.842426,357800000
2020-07-08,9.993750,10.225000,9.965500,10.216000,10.185654,365480000
2020-07-09,10.380250,10.570000,10.233500,10.509000,10.477784,494548000
2020-07-10,10.588750,10.655250,10.378750,10.479250,10.448121,497676000
2020-07-13,10.595000,10.792250,10.025000,10.052250,10.022390,457076000
2020-07-14,10.075000,10.402750,9.785500,10.377000,10.346177,542676000
2020-07-15,10.414250,10.433000,10.055750,10.227250,10.196871,403984000
2020-07-16,10.015000,10.206750,9.895500,10.134750,10.104648,344964000
2020-07-17,10.225500,10.248500,10.087750,10.201500,10.171197,266284000
2020-07-20,10.274250,10.531250,10.156750,10.510750,10.479528,284852000
2020-07-21,10.513000,10.560000,10.286750,10.328500,10.297820,277036000
2020-07-22,10.367500,10.602500,10.291500,10.438750,10.407743,367292000
2020-07-23,10.450000,10.547000,10.031250,10.129750,10.099659,411660000
2020-07-24,9.875000,10.364750,9.777000,10.194500,10.164219,473292000
2020-07-27,10.232250,10.441750,10.217750,10.421500,10.390544,292132000
2020-07-28,10.374250,10.382000,10.209250,10.215500,10.185156,271636000
2020-07-29,10.390750,10.516250,10.347000,10.465500,10.434413,284508000
2020-07-30,10.375000,10.623000,10.295250,10.614000,10.582473,308880000
2020-07-31,10.563250,10.766500,10.433000,10.614750,10.583221,386080000
2020-08-03,10.732500,11.098750,10.715250,11.010250,10.977545,412720000
2020-08-04,11.050000,11.227750,10.906000,11.227750,11.194399,310336000
2020-08-05,11.244000,11.371750,11.166250,11.286750,11.253225,249924000
2020-08-06,11.349750,11.358000,11.178750,11.335500,11.301829,244316000
2020-08-07,11.312500,11.504750,11.037500,11.199500,11.166233,342516000
2020-08-10,11.334250,11.408250,10.856500,11.165000,11.131836,427796000
2020-08-11,11.073750,11.136750,10.795750,10.850000,10.817771,354512000
2020-08-12,10.990750,11.467000,10.958250,11.440250,11.406270,464412000
2020-08-13,11.546000,11.721750,11.355750,11.443000,11.409009,374460000
2020-08-14,11.530000,11.704750,11.440500,11.564000,11.529650,366436000
2020-08-17,11.851250,12.409750,11.817250,12.337000,12.300355,621300000
2020-08-18,12.450000,12.496000,12.086250,12.260750,12.224331,503448000
2020-08-19,12.296500,12.315000,12.098000,12.138500,12.102444,622624000
2020-08-20,11.975000,12.375000,11.878750,12.141000,12.104935,921388000
2020-08-21,12.201750,12.808750,12.195250,12.683500,12.645825,999868000
2020-08-24,12.883750,12.912500,12.507500,12.720250,12.682465,490564000
2020-08-25,12.630750,12.761250,12.573750,12.750000,12.712127,289076000
2020-08-26,12.799250,12.868500,12.677750,12.773000,12.735059,321244000
2020-08-27,12.781500,12.850000,12.566500,12.628250,12.590735,317604000
2020-08-28,12.675000,13.148000,12.642500,13.147750,13.108699,537160000
2020-08-31,13.182750,13.575000,13.037750,13.374500,13.334773,500840000
2020-09-01,13.480000,13.993750,13.436500,13.821000,13.784067,511316000
2020-09-02,14.703750,14.726750,13.900000,14.346500,14.308164,874012000
2020-09-03,13.828750,13.884500,12.878750,13.015500,12.980719,945128000
2020-09-04,12.783750,13.175000,11.704750,12.622500,12.588775,1463684000
2020-09-08,11.734500,12.550000,11.704250,11.913000,11.881169,795728000
2020-09-09,12.400000,12.809250,12.231750,12.715000,12.681025,736200000
2020-09-10,12.989250,13.065250,12.167000,12.311750,12.278850,698684000
2020-09-11,12.485500,12.652500,11.895750,12.164500,12.131994,636928000
2020-09-14,13.081000,13.315000,12.631250,12.872250,12.837854,1201744000
2020-09-15,13.280000,13.298750,12.827750,12.991000,12.956287,727556000
2020-09-16,12.957250,13.092750,12.513750,12.514500,12.481057,556384000
2020-09-17,12.132250,12.589750,12.034750,12.463500,12.430196,792512000
2020-09-18,12.593750,12.632500,11.988750,12.189250,12.156679,698460000
2020-09-21,11.925000,12.522500,11.904500,12.517250,12.483803,721044000
2020-09-22,12.575000,12.648000,12.155500,12.637750,12.603979,646452000
2020-09-23,12.575500,12.727000,12.079250,12.123750,12.091352,647012000
2020-09-24,12.072250,12.569500,12.014000,12.348000,12.315002,731240000
2020-09-25,12.447500,12.883500,12.245750,12.873750,12.839347,588016000
2020-09-28,13.040250,13.051750,12.750000,13.035000,13.000168,573808000
2020-09-29,12.937500,13.442750,12.933250,13.225750,13.190408,621460000
2020-09-30,13.157500,13.622500,13.150250,13.530500,13.494344,689184000
2020-10-01,13.758000,13.762750,13.460750,13.614500,13.578121,525004000
2020-10-02,13.225000,13.519500,13.051000,13.062250,13.027346,552496000
2020-10-05,13.236000,13.644250,13.222750,13.642500,13.606047,479820000
2020-10-06,13.830000,14.142000,13.665000,13.736500,13.699794,784420000
2020-10-07,13.999750,14.119250,13.863500,13.964000,13.926686,418084000
2020-10-08,14.075000,14.084500,13.758000,13.838750,13.801772,378900000
2020-10-09,13.767000,13.824250,13.660750,13.762750,13.725975,346892000
2020-10-12,13.989500,14.347000,13.912500,14.226000,14.187986,434744000
2020-10-13,14.296500,14.348500,14.018750,14.248250,14.210176,344604000
2020-10-14,14.290500,14.342750,13.960000,14.095250,14.057585,276100000
2020-10-15,13.810750,14.005750,13.767750,13.970000,13.932672,267224000
2020-10-16,14.036750,14.121500,13.792500,13.811500,13.774592,242392000
2020-10-19,13.903000,13.983500,13.406750,13.497750,13.461684,298068000
2020-10-20,13.583500,13.799750,13.507000,13.645500,13.609037,229212000
2020-10-21,13.625000,13.791500,13.477500,13.524750,13.488610,219596000
2020-10-22,13.522500,13.611750,13.231750,13.361000,13.325297,290480000
2020-10-23,13.450000,13.593250,13.291250,13.590250,13.553934,233484000
2020-10-26,13.427000,13.692750,13.038500,13.141250,13.106133,336896000
2020-10-27,13.306000,13.442000,13.191500,13.396750,13.360953,250520000
2020-10-28,13.198000,13.260000,12.609000,12.627000,12.593259,376520000
2020-10-29,12.838500,13.192750,12.750000,13.024000,12.989199,320080000
2020-10-30,12.850000,12.936500,12.300000,12.534000,12.500506,416820000
2020-11-02,12.657750,12.836750,12.395000,12.580750,12.547133,299652000
2020-11-03,12.708500,13.105000,12.602750,13.019500,12.984711,272900000
2020-11-04,13.389250,13.827500,13.337000,13.794250,13.757391,410228000
2020-11-05,14.162500,14.339000,13.991000,14.160000,14.122163,319028000
2020-11-06,14.109750,14.588750,13.895000,14.562000,14.523087,383348000
2020-11-09,14.552500,14.691500,13.610750,13.630750,13.594326,582976000
2020-11-10,13.606500,13.606500,12.628250,12.770000,12.735879,644068000
2020-11-11,13.053750,13.435000,12.948250,13.418000,13.382145,404744000
2020-11-12,13.479000,13.766000,13.316000,13.456750,13.420793,365812000
2020-11-13,13.627250,13.668750,13.059250,13.297000,13.261469,346312000
2020-11-16,13.172500,13.649500,13.156000,13.515250,13.479136,413776000
2020-11-17,13.552500,13.596250,13.303750,13.422250,13.386383,312028000
2020-11-18,13.465250,13.605750,13.185000,13.428750,13.392865,510924000
2020-11-19,13.212750,13.487500,13.100000,13.440250,13.404335,565936000
2020-11-20,13.454000,13.494500,13.065000,13.087750,13.052778,341088000
2020-11-23,13.171250,13.382500,13.015500,13.140000,13.104888,361356000
2020-11-24,13.142500,13.162000,12.885000,12.957750,12.923125,346500000
2020-11-25,13.032500,13.269500,13.020000,13.234750,13.199385,259916000
2020-11-27,13.375000,13.407500,13.170500,13.261250,13.225813,167276000
2020-11-30,13.265000,13.412500,12.972250,13.401500,13.365689,286952000
2020-12-01,13.492250,13.528750,13.228250,13.390000,13.354219,296948000
2020-12-02,13.350500,13.673500,13.234250,13.544500,13.508307,283360000
2020-12-03,13.587500,13.660000,13.329000,13.396000,13.364151,199520000
2020-12-04,13.448500,13.560000,13.388750,13.558250,13.526016,202244000
2020-12-07,13.601250,13.731250,13.500000,13.606750,13.574399,223244000
2020-12-08,13.585000,13.598750,13.281500,13.350000,13.318259,271920000
2020-12-09,13.300500,13.414000,12.868250,12.930750,12.900008,401300000
2020-12-10,12.869000,13.068750,12.849500,12.972250,12.941409,207764000
2020-12-11,12.967250,13.020000,12.823000,13.013250,12.982312,209264000
2020-12-14,13.088000,13.388750,13.077500,13.308750,13.277108,270156000
2020-12-15,13.439750,13.464000,13.186750,13.360500,13.328737,193016000
2020-12-16,13.422500,13.437250,13.212500,13.242500,13.211016,223116000
2020-12-17,13.366750,13.379500,13.178500,13.341250,13.309531,231384000
2020-12-18,13.379000,13.405000,13.070500,13.272000,13.240446,342064000
2020-12-21,13.074750,13.370000,12.967500,13.332250,13.300552,302332000
2020-12-22,13.319250,13.337250,13.054000,13.278250,13.246682,185580000
2020-12-23,13.256000,13.275000,13.005000,13.009250,12.978321,179144000
2020-12-24,13.037250,13.132500,12.938750,12.993750,12.962857,97884000
2020-12-28,13.062500,13.062500,12.763250,12.900000,12.869330,212564000
2020-12-29,12.925000,13.072500,12.842250,12.943250,12.912478,170372000
2020-12-30,12.990250,13.213750,12.896750,13.145750,13.114496,225396000
2020-12-31,13.136500,13.151000,12.915000,13.055000,13.023962,192424000
2021-01-04,13.104250,13.652500,12.962500,13.113500,13.082323,560640000
2021-01-05,13.099750,13.443500,13.087000,13.404750,13.372879,322760000
2021-01-06,13.222500,13.245000,12.586000,12.614500,12.584510,580424000
2021-01-07,12.967500,13.377750,12.886500,13.344000,13.312275,461480000
2021-01-08,13.362500,13.421000,13.042000,13.276750,13.245184,292528000
2021-01-11,13.418750,13.961000,13.362500,13.621500,13.589115,518344000
2021-01-12,13.752500,13.754500,13.345000,13.484750,13.452689,291476000
2021-01-13,13.490000,13.625000,13.385000,13.531750,13.499580,210028000
2021-01-14,13.575000,13.599750,13.180500,13.200250,13.168865,283120000
2021-01-15,13.228000,13.325250,12.848500,12.859500,12.828926,277780000
2021-01-19,13.016250,13.094000,12.844000,13.025250,12.994283,226188000
2021-01-20,13.111750,13.430500,13.056750,13.365750,13.333973,258572000
2021-01-21,13.418500,13.999250,13.253000,13.867500,13.834533,337780000
2021-01-22,13.740000,13.841750,13.627250,13.712500,13.679898,246820000
2021-01-25,13.781750,13.828500,13.236500,13.653250,13.620787,251112000
2021-01-26,13.580500,13.644750,13.387500,13.435250,13.403309,163980000
2021-01-27,13.230000,13.232750,12.793750,12.917750,12.887038,371272000
2021-01-28,12.996250,13.339750,12.960500,13.051000,13.019972,228316000
2021-01-29,13.075000,13.334750,12.911500,12.989750,12.958867,271552000
2021-02-01,13.053250,13.270750,12.902750,13.237000,13.205529,217204000
2021-02-02,13.398750,13.572000,13.285500,13.556750,13.524518,220440000
2021-02-03,13.636000,13.931750,13.516500,13.530500,13.498332,245408000
2021-02-04,13.531000,13.673500,13.337750,13.664250,13.631763,201340000
2021-02-05,13.725000,13.737250,13.545750,13.591000,13.558686,169152000
2021-02-08,13.727250,14.473750,13.727250,14.438750,14.404422,434624000
2021-02-09,14.340750,14.583250,14.222500,14.263250,14.229341,287560000
2021-02-10,14.463250,14.905000,14.341500,14.764250,14.729149,485352000
2021-02-11,14.980250,15.272250,14.925000,15.250750,15.214491,450828000
2021-02-12,15.050000,15.291250,14.775000,14.961250,14.925680,374756000
2021-02-16,15.064250,15.372500,14.950000,15.330250,15.293802,321960000
2021-02-17,15.171000,15.223500,14.780000,14.906000,14.870560,274756000
2021-02-18,14.729000,14.873250,14.575000,14.829000,14.793743,233868000
2021-02-19,15.024500,15.177000,14.846750,14.926500,14.891013,271724000
2021-02-22,14.774750,15.133250,14.325000,14.355750,14.321621,325884000
2021-02-23,14.075250,14.238750,13.389500,14.142000,14.108377,391780000
2021-02-24,14.122750,14.506750,13.756000,14.499000,14.464529,448320000
2021-02-25,14.045500,14.374750,13.216250,13.307500,13.275860,824436000
2021-02-26,13.752500,13.854500,13.361000,13.714500,13.681894,500932000
2021-03-01,13.875000,13.925000,13.553250,13.841750,13.808842,353184000
2021-03-02,13.900000,13.920500,13.396000,13.406250,13.374377,264116000
2021-03-03,13.426250,13.451500,12.798750,12.804750,12.774308,377592000
2021-03-04,12.800750,12.975000,12.083750,12.370250,12.340837,573344000
2021-03-05,12.550000,12.550000,11.679250,12.461500,12.431874,542840000
2021-03-08,12.450000,12.471250,11.566500,11.593250,11.565687,543112000
2021-03-09,12.130250,12.616750,12.059250,12.520250,12.494797,521824000
2021-03-10,12.840500,12.980000,12.457500,12.468250,12.442900,384376000
2021-03-11,12.950000,13.046250,12.734500,12.993500,12.967082,299916000
2021-03-12,12.648250,12.888750,12.590000,12.856000,12.829863,243964000
2021-03-15,12.864750,13.206750,12.767250,13.191250,13.164430,221988000
2021-03-16,13.356500,13.512500,13.116750,13.291250,13.264225,272128000
2021-03-17,13.039750,13.453250,12.989500,13.341250,13.314126,243864000
2021-03-18,13.136500,13.184000,12.717000,12.722500,12.696634,293896000
2021-03-19,12.750000,12.921500,12.612500,12.845750,12.819634,299208000
2021-03-22,12.912750,13.394500,12.906750,13.186250,13.159440,297804000
2021-03-23,13.254250,13.344500,13.021250,13.070750,13.044175,222048000
2021-03-24,13.151250,13.159250,12.636750,12.643000,12.617295,245840000
2021-03-25,12.499500,12.714750,12.272000,12.535250,12.509764,295144000
2021-03-26,12.554500,12.856250,12.373500,12.839250,12.813147,363968000
2021-03-29,12.820250,13.062500,12.700000,12.948250,12.921924,273520000
2021-03-30,12.842000,12.975250,12.705000,12.871750,12.845581,200204000
2021-03-31,13.015500,13.470500,12.982500,13.348250,13.321111,314776000
2021-04-01,13.572250,13.870000,13.511250,13.811750,13.783668,308276000
2021-04-05,13.867500,14.014000,13.733000,13.987500,13.959064,255672000
2021-04-06,13.999750,14.054250,13.773500,13.861500,13.833317,191744000
2021-04-07,13.880750,14.243500,13.711500,14.143500,14.114746,251284000
2021-04-08,14.252750,14.471500,14.249000,14.317000,14.287891,244416000
2021-04-09,14.214000,14.408000,14.175000,14.400000,14.370722,195172000
2021-04-12,14.289750,15.352500,14.139250,15.209000,15.178078,869324000
2021-04-13,15.231500,15.700000,15.125750,15.679500,15.647620,676212000
2021-04-14,15.625000,15.720500,15.227500,15.277000,15.245939,385500000
2021-04-15,15.662500,16.214251,15.631500,16.137251,16.104443,598480000
2021-04-16,16.052999,16.165751,15.865250,15.912500,15.880148,335208000
2021-04-19,15.536500,15.807500,15.233000,15.361750,15.330518,404420000
2021-04-20,15.323250,15.497000,14.963000,15.171250,15.140405,334132000
2021-04-21,15.118750,15.362500,15.102250,15.360500,15.329270,216776000
2021-04-22,15.375000,15.438500,14.783500,14.850250,14.820057,277788000
2021-04-23,14.934250,15.335000,14.900250,15.265250,15.234214,227500000
2021-04-26,15.185000,15.479000,15.125000,15.478000,15.446530,197796000
2021-04-27,15.578500,15.670500,15.354500,15.381750,15.350476,164572000
2021-04-28,15.364500,15.532250,15.215500,15.276750,15.245689,209416000
2021-04-29,15.400000,15.436500,15.071500,15.324750,15.293593,173196000
2021-04-30,15.174500,15.365000,14.997000,15.009500,14.978984,201912000
2021-05-03,15.125000,15.246750,14.787500,14.836750,14.806584,203912000
2021-05-04,14.637250,14.637500,14.010250,14.351250,14.322072,405324000
2021-05-05,14.709000,14.813500,14.387500,14.458500,14.429106,292024000
2021-05-06,14.495250,14.571250,14.218000,14.523000,14.493471,193380000
2021-05-07,14.808250,14.970750,14.671750,14.812250,14.782133,229328000
2021-05-10,14.787250,14.806000,14.250000,14.265750,14.236745,268904000
2021-05-11,13.825000,14.354750,13.750000,14.306250,14.277164,285584000
2021-05-12,14.009500,14.260250,13.709250,13.758500,13.730528,303408000
2021-05-13,14.033750,14.080750,13.459000,13.665250,13.637466,285404000
2021-05-14,13.890000,14.328000,13.748500,14.243000,14.214042,258616000
